"","word1","word2","n"
"10328","decent","philosophy",1
"10329","decent","pretence",1
"10330","decent","shot",1
"10331","decent","society",1
"10332","decent","support",1
"10333","decently","attribute",1
"10334","deception","elizabeth",1
"10335","deception","fanny",1
"10336","deception","originated",1
"10337","deception","practised",1
"10338","decided","advantage",1
"10339","decided","advantages",1
"10340","decided","answers",1
"10341","decided","approbation",1
"10342","decided","attachment",1
"10343","decided","beauty",1
"10344","decided","censure",1
"10345","decided","change",1
"10346","decided","commanding",1
"10347","decided","confident",1
"10348","decided","eligibility",1
"10349","decided","fashion",1
"10350","decided","favourite",1
"10351","decided","feeling",1
"10352","decided","ill",1
"10353","decided","imperfection",1
"10354","decided","information",1
"10355","decided","intelligible",1
"10356","decided","intention",1
"10357","decided","intentions",1
"10358","decided","involvement",1
"10359","decided","opposition",1
"10360","decided","pleasure",1
"10361","decided","praise",1
"10362","decided","prejudice",1
"10363","decided","pretension",1
"10364","decided","promise",1
"10365","decided","proof",1
"10366","decided","proposals",1
"10367","decided","regard",1
"10368","decided","rivals",1
"10369","decided","subject",1
"10370","decided","superiority",1
"10371","decided","temper",1
"10372","decidedly","beneath",1
"10373","decidedly","cool",1
"10374","decidedly","declaring",1
"10375","decidedly","graver",1
"10376","decidedly","handsome",1
"10377","decidedly","improved",1
"10378","decidedly","inferior",1
"10379","decidedly","recommend",1
"10380","decidedly","warm",1
"10381","decision","checked",1
"10382","decision","sleeping",1
"10383","decisions","caught",1
"10384","decisive","dances",1
"10385","decisive","expressions",1
"10386","decisive","fourteen",1
"10387","decisive","importance",1
"10388","decisive","sentence",1
"10389","declaration","affected",1
"10390","declaration","brought",1
"10391","declaration","henry",1
"10392","declarations","immediately",1
"10393","declare","anne",1
"10394","declare","charles",1
"10395","declare","positively",1
"10396","declare","supper",1
"10397","declaring","outright",1
"10398","declaring","sentiments",1
"10399","declined","cards",1
"10400","declined","eating",1
"10401","declined","giving",1
"10402","declined","interfering",1
"10403","declined","sitting",1
"10404","declined","staying",1
"10405","declining","happiness",1
"10406","decorum","_your_",1
"10407","decorum","edmund's",1
"10408","decorum","emma",1
"10409","decorum","prudence",1
"10410","deedily","occupied",1
"10411","deemed","barely",1
"10412","deemed","clever",1
"10413","deemed","indispensably",1
"10414","deemed","proper",1
"10415","deemed","sufficient",1
"10416","deemed","unconquerable",1
"10417","deep","affliction",1
"10418","deep","concern",1
"10419","deep","consciousness",1
"10420","deep","consultation",1
"10421","deep","grey",1
"10422","deep","heart",1
"10423","deep","intricate",1
"10424","deep","meditation",1
"10425","deep","mourning",1
"10426","deep","recess",1
"10427","deep","reflection",1
"10428","deep","regret",1
"10429","deep","shade",1
"10430","deep","sighs",1
"10431","deep","tone",1
"10432","deep","tranquillity",1
"10433","deeper","anxiety",1
"10434","deeper","efficacy",1
"10435","deeper","evil",1
"10436","deeper","game",1
"10437","deeper","gloom",1
"10438","deeper","glow",1
"10439","deeper","guilt",1
"10440","deeper","hypocrite",1
"10441","deeper","punishment",1
"10442","deeper","sentiment",1
"10443","deeper","shade",1
"10444","deeper","surprise",1
"10445","deeper","wound",1
"10446","deeper","wounds",1
"10447","deepest","blush",1
"10448","deepest","blushes",1
"10449","deepest","concern",1
"10450","deepest","disgrace",1
"10451","deepest","hue",1
"10452","deepest","humiliation",1
"10453","deeply","ashamed",1
"10454","deeply","commiserating",1
"10455","deeply","concerned",1
"10456","deeply","contrived",1
"10457","deeply","impressed",1
"10458","deeply","occupied",1
"10459","deeply","offended",1
"10460","deeply","shaded",1
"10461","defect","replied",1
"10462","defective","education",1
"10463","defend","dr",1
"10464","defend","henry",1
"10465","defending","tone",1
"10466","deference","acknowledged",1
"10467","deferred","coming",1
"10468","deferred","miss",1
"10469","deferred","till",1
"10470","deficient","sir",1
"10471","defies","anticipation",1
"10472","define","_many_",1
"10473","definition","astonishment",1
"10474","definition","harriet",1
"10475","defying","miss",1
"10476","defying","public",1
"10477","degradation","chapter",1
"10478","degrading","alliance",1
"10479","degrading","connexion",1
"10480","degrading","curiosity",1
"10481","degrading","match",1
"10482","degree","affect",1
"10483","degree","affected",1
"10484","degree","claim",1
"10485","degree","connected",1
"10486","degree","deserved",1
"10487","degree","disordered",1
"10488","degree","formed",1
"10489","degree","innocent",1
"10490","degree","prepared",1
"10491","degree","replied",1
"10492","degree","wavering",1
"10493","degrees","sincerely",1
"10494","degrees","worse",1
"10495","dejected","replied",1
"10496","dejected","thinking",1
"10497","dejected","voice",1
"10498","delaford","delaford",1
"10499","delaford","hanger",1
"10500","delaford","house",1
"10501","delay","coming",1
"10502","delay","fanny",1
"10503","delay","makes",1
"10504","delay","walked",1
"10505","delayed","imprudent",1
"10506","delayed","till",1
"10507","delaying","shame",1
"10508","delays","left",1
"10509","delays","occasioned",1
"10510","delegating","power",1
"10511","deliberately","arranged",1
"10512","deliberately","begun",1
"10513","deliberately","engaging",1
"10514","deliberately","pursuing",1
"10515","deliberating","manner",1
"10516","delicacy","ceased",1
"10517","delicacy","declining",1
"10518","delicacy","discretion",1
"10519","delicacy","forbid",1
"10520","delicacy","honoured",1
"10521","delicacy","pleased",1
"10522","delicacy","restrained",1
"10523","delicate","attentions",1
"10524","delicate","complexion",1
"10525","delicate","compliments",1
"10526","delicate","conscience",1
"10527","delicate","features",1
"10528","delicate","feeling",1
"10529","delicate","feelings",1
"10530","delicate","flattery",1
"10531","delicate","fricassee",1
"10532","delicate","hartfield",1
"10533","delicate","health",1
"10534","delicate","ladies",1
"10535","delicate","muslin",1
"10536","delicate","negatives",1
"10537","delicate","office",1
"10538","delicate","particulars",1
"10539","delicate","plants",1
"10540","delicate","raillery",1
"10541","delicate","sensibility",1
"10542","delicate","subjects",1
"10543","delicate","tender",1
"10544","delicate","unobtrusive",1
"10545","delicately","spent",1
"10546","delicious","consciousness",1
"10547","delicious","fruit",1
"10548","delicious","harmony",1
"10549","delicious","scheme",1
"10550","delicious","shade",1
"10551","delight","added",1
"10552","delight","chapter",1
"10553","delight","diffused",1
"10554","delight","emma's",1
"10555","delight","exclusively",1
"10556","delight","fortunately",1
"10557","delighted","alacrity",1
"10558","delighted","anne",1
"10559","delighted","haste",1
"10560","delighted","integrity",1
"10561","delighted","miss",1
"10562","delighted","pride",1
"10563","delighted","yesterday",1
"10564","delightful","affair",1
"10565","delightful","apples",1
"10566","delightful","assurance",1
"10567","delightful","beautiful",1
"10568","delightful","character",1
"10569","delightful","charles",1
"10570","delightful","charming",1
"10571","delightful","children",1
"10572","delightful","companion",1
"10573","delightful","confession",1
"10574","delightful","conviction",1
"10575","delightful","cried",1
"10576","delightful","dance",1
"10577","delightful","drive",1
"10578","delightful","emotions",1
"10579","delightful","engagement",1
"10580","delightful","expectation",1
"10581","delightful","family",1
"10582","delightful","feelings",1
"10583","delightful","friend",1
"10584","delightful","girl",1
"10585","delightful","habit",1
"10586","delightful","hand",1
"10587","delightful","happiness",1
"10588","delightful","inferiority",1
"10589","delightful","library",1
"10590","delightful","ma'am",1
"10591","delightful","melancholy",1
"10592","delightful","miss",1
"10593","delightful","nature",1
"10594","delightful","performer",1
"10595","delightful","persuasion",1
"10596","delightful","proofs",1
"10597","delightful","rapidity",1
"10598","delightful","reanimation",1
"10599","delightful","rehearsal",1
"10600","delightful","security",1
"10601","delightful","sensations",1
"10602","delightful","sentences",1
"10603","delightful","set",1
"10604","delightful","situation",1
"10605","delightful","spirits",1
"10606","delightful","stew",1
"10607","delightful","task",1
"10608","delightful","twilight",1
"10609","delightful","visit",1
"10610","delightful","voice",1
"10611","delightful","walk",1
"10612","delightful","women",1
"10613","delightfully","absurd",1
"10614","delightfully","honourably",1
"10615","delightfully","prove",1
"10616","delightfully","situated",1
"10617","delivered","shewing",1
"10618","delusion","totally",1
"10619","demands","impudent",1
"10620","demesnes","gently",1
"10621","demure","air",1
"10622","denial","gracechurch",1
"10623","denial","yesterday",1
"10624","denied","begins",1
"10625","denied","knowing",1
"10626","dennison's","mistake",1
"10627","denny","addressed",1
"10628","denny","convinced",1
"10629","denny","denied",1
"10630","denny","expressing",1
"10631","denny","tempted",1
"10632","denote","indifference",1
"10633","denote","insensibility",1
"10634","deny","emma's",1
"10635","denying","attachment",1
"10636","denying","generous",1
"10637","denying","principally",1
"10638","denying","tone",1
"10639","departed","ball",1
"10640","departed","solicitude",1
"10641","departed","wife",1
"10642","departure","arrived",1
"10643","departure","drew",1
"10644","departure","occasioned",1
"10645","departure","sir",1
"10646","depend","solely",1
"10647","dependence","surely",1
"10648","dependent","arrangement",1
"10649","dependent","concerns",1
"10650","dependent","cousin",1
"10651","dependent","helpless",1
"10652","deplorable","event",1
"10653","deplorable","mistake",1
"10654","deprecated","demanding",1
"10655","depreciating","jane",1
"10656","depress","sir",1
"10657","depressed","fond",1
"10658","depressed","happily",1
"10659","depressed","manner",1
"10660","depressed","tone",1
"10661","deranged","appetite",1
"10662","derbyshire","friend",1
"10663","derive","encouragement",1
"10664","derived","spirits",1
"10665","deriving","support",1
"10666","descendant","lucy",1
"10667","descended","receiving",1
"10668","describe","united",1
"10669","description","anne",1
"10670","description","betray",1
"10671","descriptions","extant",1
"10672","deserted","card",1
"10673","deserted","chair",1
"10674","deserted","grounds",1
"10675","deserted","nursery",1
"10676","deserted","occupied",1
"10677","desertion","henry",1
"10678","deserve","edmund",1
"10679","deserve","encouragement",1
"10680","deserve","equally",1
"10681","deserve","miss",1
"10682","deserve","praise",1
"10683","deserve","utter",1
"10684","deserved","marianne",1
"10685","deserved","seldom",1
"10686","deservedly","looked",1
"10687","deserves","elizabeth",1
"10688","deserves","happy",1
"10689","deserving","daughters",1
"10690","deserving","emma",1
"10691","deserving","woman",1
"10692","design","bingley",1
"10693","design","letting",1
"10694","design","nonsense",1
"10695","designedly","suppress",1
"10696","designing","friends",1
"10697","designing","wary",1
"10698","designs","harriet",1
"10699","desirable","arrangement",1
"10700","desirable","companions",1
"10701","desirable","connection",1
"10702","desirable","effect",1
"10703","desirable","estate",1
"10704","desirable","natural",1
"10705","desirable","object",1
"10706","desirable","partner",1
"10707","desirable","situation",1
"10708","desirable","tenant",1
"10709","desirable","tenants",1
"10710","desirable","wife",1
"10711","desire","confined",1
"10712","desire","edmund's",1
"10713","desire","lady",1
"10714","desire","miss",1
"10715","desire","splendid",1
"10716","desired","_that_",1
"10717","desired","effect",1
"10718","desired","perry",1
"10719","desired","repetition",1
"10720","desired","susan",1
"10721","desolate","house",1
"10722","desolate","tranquillity",1
"10723","desolate","widow",1
"10724","desperate","awkwardness",1
"10725","desperate","business",1
"10726","desperate","carelessness",1
"10727","desperate","dull",1
"10728","desperate","resolution",1
"10729","desperate","situation",1
"10730","desperate","wretchedness",1
"10731","desperately","bent",1
"10732","desperately","enraged",1
"10733","despicable","brother",1
"10734","despicable","miss",1
"10735","despised","novels",1
"10736","despises","cards",1
"10737","desponding","attachment",1
"10738","desponding","tone",1
"10739","dessert","succeeded",1
"10740","destination","sir",1
"10741","destroyed","half",1
"10742","destroyer","affected",1
"10743","detached","cottage",1
"10744","detached","tone",1
"10745","detail","methodical",1
"10746","detail","yesterday",1
"10747","detailing","farther",1
"10748","detained","perchance",1
"10749","detaining","fanny",1
"10750","detecting","falsehood",1
"10751","determinate","pursuit",1
"10752","determine","intimacy",1
"10753","determine","sir",1
"10754","determined","_not_",1
"10755","determined","air",1
"10756","determined","appearance",1
"10757","determined","celerity",1
"10758","determined","character",1
"10759","determined","couple",1
"10760","determined","decision",1
"10761","determined","denial",1
"10762","determined","dislike",1
"10763","determined","flirt",1
"10764","determined","friend",1
"10765","determined","gravity",1
"10766","determined","mary",1
"10767","determined","prejudice",1
"10768","determined","rejection",1
"10769","determined","solitude",1
"10770","determined","supporter",1
"10771","determined","talker",1
"10772","determined","views",1
"10773","determining","probabilities",1
"10774","detest","cards",1
"10775","detest","jargon",1
"10776","detestable","papers",1
"10777","detestable","rain",1
"10778","devil","nowadays",1
"10779","devonshire","edward",1
"10780","devonshire","immediately",1
"10781","devonshire","miss",1
"10782","devonshire","pursuing",1
"10783","devoted","elinor",1
"10784","devoted","hours",1
"10785","devoted","novitiate",1
"10786","devoted","wife",1
"10787","dexterously","throwing",1
"10788","diabolical","motive",1
"10789","dictate","liberality",1
"10790","died","1800",1
"10791","died","lady",1
"10792","difference","_she_",1
"10793","difference","appeared",1
"10794","difference","circumstances",1
"10795","difference","plain",1
"10796","difference","poor",1
"10797","differences","resulting",1
"10798","differences","silence",1
"10799","difficult","character",1
"10800","difficult","decision",1
"10801","difficult","mistress",1
"10802","difficult","question",1
"10803","difficulties","arise",1
"10804","difficulties","fetch",1
"10805","difficulties","left",1
"10806","difficulties","lord",1
"10807","difficulties","marianne's",1
"10808","difficulties","sir",1
"10809","difficulties","worth",1
"10810","difficulty","allowed",1
"10811","difficulty","arising",1
"10812","difficulty","arose",1
"10813","difficulty","conceive",1
"10814","difficulty","edmund",1
"10815","difficulty","govern",1
"10816","difficulty","occurring",1
"10817","difficulty","pardon",1
"10818","difficulty","pass",1
"10819","difficulty","persuaded",1
"10820","difficulty","unprovided",1
"10821","diffidence","gratitude",1
"10822","diffident","feelings",1
"10823","diffuse","style",1
"10824","diffused","intimacies",1
"10825","dignified","consistent",1
"10826","dignified","forgiveness",1
"10827","dignified","impertinence",1
"10828","dignified","musings",1
"10829","dignified","relations",1
"10830","dignified","seclusion",1
"10831","dignified","situation",1
"10832","dignified","step",1
"10833","dignity","anne",1
"10834","dignity","injured",1
"10835","dignity","unblemished",1
"10836","dilatory","correspondent",1
"10837","dim","view",1
"10838","diminished","party",1
"10839","dimity","bed",1
"10840","dimly","lighted",1
"10841","dining","table",1
"10842","dinner","affording",1
"10843","dinner","bell",1
"10844","dinner","chapter",1
"10845","dinner","company",1
"10846","dinner","convincing",1
"10847","dinner","elizabeth",1
"10848","dinner","incapable",1
"10849","dinner","lady",1
"10850","dinner","miss",1
"10851","dinner","poor",1
"10852","dinner","visiting",1
"10853","dinner","waiting",1
"10854","dinner","walked",1
"10855","direct","avowal",1
"10856","direct","elinor",1
"10857","direct","holidays",1
"10858","direct","inquiry",1
"10859","direct","proposal",1
"10860","direct","questions",1
"10861","direct","road",1
"10862","directed","chiefly",1
"10863","directed","solely",1
"10864","direction","catherine",1
"10865","direction","changed",1
"10866","direction","chosen",1
"10867","direction","remarkably",1
"10868","directions","anne",1
"10869","directions","fanny",1
"10870","directly","absence",1
"10871","directly","catherine",1
"10872","directly","charles",1
"10873","directly","command",1
"10874","directly","drew",1
"10875","directly","emma",1
"10876","directly","excuse",1
"10877","directly","fell",1
"10878","directly","handed",1
"10879","directly","home",1
"10880","directly","invited",1
"10881","directly","involved",1
"10882","directly","jealousy",1
"10883","directly","leaving",1
"10884","directly","lizzy",1
"10885","directly","maria",1
"10886","directly","opposing",1
"10887","directly","people",1
"10888","directly","preceded",1
"10889","directly","promised",1
"10890","directly","proposed",1
"10891","directly","ran",1
"10892","directly","resuming",1
"10893","directly","retreating",1
"10894","directly","settled",1
"10895","directly","stole",1
"10896","directly","suppose",1
"10897","directly","threw",1
"10898","directly","upstairs",1
"10899","directly","walter",1
"10900","direful","mistake",1
"10901","dirty","bone",1
"10902","dirty","lane",1
"10903","dirty","month",1
"10904","dirty","petticoat",1
"10905","dirty","sir",1
"10906","dirty","stockings",1
"10907","dirty","walk",1
"10908","dirty","weather",1
"10909","disadvantage","giving",1
"10910","disagreeable","business",1
"10911","disagreeable","chapter",1
"10912","disagreeable","consciousness",1
"10913","disagreeable","countenance",1
"10914","disagreeable","elizabeth",1
"10915","disagreeable","emotion",1
"10916","disagreeable","fathers",1
"10917","disagreeable","feelings",1
"10918","disagreeable","fellows",1
"10919","disagreeable","girl",1
"10920","disagreeable","hints",1
"10921","disagreeable","horrid",1
"10922","disagreeable","impression",1
"10923","disagreeable","manner",1
"10924","disagreeable","musings",1
"10925","disagreeable","nature",1
"10926","disagreeable","northanger",1
"10927","disagreeable","partner",1
"10928","disagreeable","pray",1
"10929","disagreeable","prompted",1
"10930","disagreeable","truth",1
"10931","disagreement","henry",1
"10932","disagreement","subsisting",1
"10933","disappearance","edmund",1
"10934","disappearance","emma",1
"10935","disappoint","dear",1
"10936","disappointed","anxious",1
"10937","disappointed","dared",1
"10938","disappointed","feelings",1
"10939","disappointed","heart",1
"10940","disappointed","tom",1
"10941","disappointed","voice",1
"10942","disappointment","_that_",1
"10943","disappointment","catherine's",1
"10944","disappointment","cried",1
"10945","disappointment","disappointment",1
"10946","disappointment","inseparable",1
"10947","disappointments","abroad",1
"10948","disarm","reproof",1
"10949","disastrous","love",1
"10950","discerning","mind",1
"10951","discerning","objects",1
"10952","discerning","sort",1
"10953","discernment","enabled",1
"10954","discernment","judgment",1
"10955","disclosing","past",1
"10956","disclosure","bear",1
"10957","disclosure","seldom",1
"10958","disclosure","till",1
"10959","discompose","elizabeth",1
"10960","discontent","catherine",1
"10961","discontents","marianne",1
"10962","discourse","proved",1
"10963","discourse","till",1
"10964","discover","looked",1
"10965","discovering","aiming",1
"10966","discovery","conveyed",1
"10967","discovery","emma",1
"10968","discovery","laid",1
"10969","discovery","restored",1
"10970","discovery","succeeded",1
"10971","discreet","lines",1
"10972","discreet","polished",1
"10973","discreet","resolution",1
"10974","discretion","highly",1
"10975","discretion","originality",1
"10976","discuss","james",1
"10977","discussed","wickham",1
"10978","discussing","matters",1
"10979","discussion","explanation",1
"10980","discussion","maria",1
"10981","disdain","accosted",1
"10982","disengaged","arm",1
"10983","disengaged","frederick",1
"10984","disengaged","hour",1
"10985","disgrace","left",1
"10986","disgraced","relation",1
"10987","disgraceful","companions",1
"10988","disgraceful","connection",1
"10989","disgraceful","situation",1
"10990","disgraceful","subjection",1
"10991","disgraceful","terms",1
"10992","disguise","equivocation",1
"10993","disgust","alas",1
"10994","disgusted","altogether",1
"10995","disgusting","associations",1
"10996","disgusting","dullness",1
"10997","disgustingly","decorated",1
"10998","dishabille","sneaked",1
"10999","dishonorable","usage",1
"11000","dishonourable","elopement",1
"11001","disingenuous","artificial",1
"11002","disinterested","adviser",1
"11003","disinterested","advisers",1
"11004","disinterested","affection",1
"11005","disinterested","benevolence",1
"11006","disinterested","desire",1
"11007","disinterested","friend",1
"11008","disinterested","friendship",1
"11009","disinterested","letters",1
"11010","disinterested","observer",1
"11011","disinterested","prove",1
"11012","disinterested","sentiments",1
"11013","disinterested","spirit",1
"11014","disinterestedly","anxious",1
"11015","disjointed","sheets",1
"11016","dislike","travels",1
"11017","disliked","bath",1
"11018","disliked","fanny",1
"11019","disliking","colonel",1
"11020","dismal","rain",1
"11021","dismal","weather",1
"11022","dismissal","impossible",1
"11023","dismissed","marianne",1
"11024","dismount","fanny",1
"11025","disobedience","vide",1
"11026","disorder","confined",1
"11027","disorder","frederick",1
"11028","disorder","increased",1
"11029","disordered","feelings",1
"11030","disparity","affording",1
"11031","dispatch","miss",1
"11032","dispatched","money",1
"11033","dispel","melancholy",1
"11034","dispense","mary",1
"11035","dispirited","careless",1
"11036","dispiriting","cogitation",1
"11037","displace","_me_",1
"11038","display","hospitality",1
"11039","display","imagination",1
"11040","display","mary",1
"11041","display","repeated",1
"11042","displayed","miniatures",1
"11043","displeased","alarmed",1
"11044","displeased","elizabeth",1
"11045","displeased","forgive",1
"11046","displeased","looked",1
"11047","displeased","prolonged",1
"11048","displeasure","increased",1
"11049","displeasure","lydia",1
"11050","disposed","mind",1
"11051","disposition","accomplishments",1
"11052","disposition","altogether",1
"11053","disposition","cheerful",1
"11054","disposition","convince",1
"11055","disposition","foresaw",1
"11056","disposition","lead",1
"11057","disposition","lizzy",1
"11058","disposition","naturally",1
"11059","disposition","opinions",1
"11060","disposition","remarkably",1
"11061","disposition","unknown",1
"11062","disposition","unwilling",1
"11063","disregarded","sir",1
"11064","disrespectful","reflections",1
"11065","dissatisfaction","pulled",1
"11066","dissatisfied","bosom",1
"11067","dissentient","voice",1
"11068","dissenting","voice",1
"11069","dissimilar","claims",1
"11070","dissuade","_them_",1
"11071","dissuade","mary",1
"11072","distance","downstairs",1
"11073","distance","round",1
"11074","distance","telling",1
"11075","distance","time",1
"11076","distance","unable",1
"11077","distance","unassailed",1
"11078","distant","bow",1
"11079","distant","clump",1
"11080","distant","countries",1
"11081","distant","eminence",1
"11082","distant","farmhouse",1
"11083","distant","imagination",1
"11084","distant","moans",1
"11085","distant","objects",1
"11086","distant","period",1
"11087","distant","surmises",1
"11088","distant","trees",1
"11089","distantly","hint",1
"11090","distaste","allowed",1
"11091","distasteful","emma",1
"11092","distinct","glimpse",1
"11093","distinct","idea",1
"11094","distinct","sort",1
"11095","distinction","_now_",1
"11096","distinction","appeared",1
"11097","distinction","emma",1
"11098","distinction","proper",1
"11099","distinctions","consequent",1
"11100","distinctly","captain",1
"11101","distinctly","forward",1
"11102","distinctly","honourable",1
"11103","distinguish","elizabeth",1
"11104","distinguish","justly",1
"11105","distinguish","merit",1
"11106","distinguish","tis",1
"11107","distinguished","_her_",1
"11108","distinguished","author",1
"11109","distinguished","birth",1
"11110","distinguished","captain",1
"11111","distinguished","catherine",1
"11112","distinguished","characters",1
"11113","distinguished","elinor",1
"11114","distinguished","historians",1
"11115","distinguished","honour",1
"11116","distinguished","philosophers",1
"11117","distinguished","preacher",1
"11118","distinguished","replied",1
"11119","distinguished","trait",1
"11120","distinguishes","characters",1
"11121","distinguishing","attention",1
"11122","distinguishing","complexion",1
"11123","distinguishing","compliment",1
"11124","distinguishing","earnestness",1
"11125","distinguishing","notice",1
"11126","distinguishing","tenderness",1
"11127","distractedly","fond",1
"11128","distress","cousin",1
"11129","distress","lessen",1
"11130","distress","returned",1
"11131","distress","ventured",1
"11132","distress","william",1
"11133","distress","wished",1
"11134","distressed","circumstances",1
"11135","distressed","eleanor",1
"11136","distressed","elizabeth",1
"11137","distressed","harriet",1
"11138","distressing","circumstances",1
"11139","distressing","communication",1
"11140","distressing","conviction",1
"11141","distressing","explanation",1
"11142","distressing","found",1
"11143","distressing","idea",1
"11144","distressing","intelligence",1
"11145","distressing","occasion",1
"11146","distressing","scene",1
"11147","distressing","scenes",1
"11148","distressing","time",1
"11149","distressing","vulgarity",1
"11150","distrust","providence",1
"11151","distrust","told",1
"11152","distrust","willoughby's",1
"11153","disturb","_us_",1
"11154","disturbed","imagination",1
"11155","disturbing","dr",1
"11156","divided","forming",1
"11157","dividing","elinor",1
"11158","divisions","arrived",1
"11159","divisions","commodious",1
"11160","dixon","caught",1
"11161","dixon","emma",1
"11162","dixon","excessively",1
"11163","dixon's","actions",1
"11164","dixon's","character",1
"11165","dixon's","choice",1
"11166","dixon's","preference",1
"11167","dixon's","wedding",1
"11168","doating","mother",1
"11169","docile","grateful",1
"11170","doctor's","favourite",1
"11171","doings","discomposed",1
"11172","doings","generous",1
"11173","doleful","disappointment",1
"11174","doleful","voice",1
"11175","domestic","affairs",1
"11176","domestic","altercation",1
"11177","domestic","chaplain",1
"11178","domestic","comforts",1
"11179","domestic","concerns",1
"11180","domestic","disagreements",1
"11181","domestic","economy",1
"11182","domestic","enjoyment",1
"11183","domestic","forbearance",1
"11184","domestic","grievances",1
"11185","domestic","hours",1
"11186","domestic","hurricane",1
"11187","domestic","law",1
"11188","domestic","lives",1
"11189","domestic","matters",1
"11190","domestic","peace",1
"11191","domestic","society",1
"11192","domestic","tranquillity",1
"11193","domestic","unpretending",1
"11194","domestic","virtues",1
"11195","donavan","found",1
"11196","donkeys","jane",1
"11197","donwell","_there_",1
"11198","donwell","cried",1
"11199","donwell","emma",1
"11200","donwell","lane",1
"11201","donwell","presently",1
"11202","donwell","replied",1
"11203","donwell","road",1
"11204","donwell","servants",1
"11205","dooming","colonel",1
"11206","door","advanced",1
"11207","door","ajar",1
"11208","door","amidst",1
"11209","door","chapter",1
"11210","door","closed",1
"11211","door","crying",1
"11212","door","eleanor",1
"11213","door","emma",1
"11214","door","fanny's",1
"11215","door","henry",1
"11216","door","nailed",1
"11217","door","ready",1
"11218","door","rejoicing",1
"11219","door","roused",1
"11220","door","stepped",1
"11221","door","suddenly",1
"11222","door","suspended",1
"11223","door","temptingly",1
"11224","door","till",1
"11225","door","underneath",1
"11226","doors","lead",1
"11227","doors","till",1
"11228","dormouse","feeding",1
"11229","doth","affliction",1
"11230","doting","mother",1
"11231","double","advantage",1
"11232","double","barrel",1
"11233","double","danger",1
"11234","double","distance",1
"11235","double","distress",1
"11236","double","duty",1
"11237","double","dyed",1
"11238","double","motive",1
"11239","double","range",1
"11240","double","recommendation",1
"11241","double","unkindness",1
"11242","doubly","due",1
"11243","doubly","engaged",1
"11244","doubly","enjoyed",1
"11245","doubly","feel",1
"11246","doubly","involved",1
"11247","doubly","silenced",1
"11248","doubt","accomplished",1
"11249","doubt","anybody's",1
"11250","doubt","confusion",1
"11251","doubt","decidedly",1
"11252","doubt","henrietta",1
"11253","doubt","madam",1
"11254","doubt","mary",1
"11255","doubt","nature",1
"11256","doubt","putting",1
"11257","doubt","supported",1
"11258","doubtful","birth",1
"11259","doubtful","consideration",1
"11260","doubtful","feelings",1
"11261","doubtful","meaning",1
"11262","doubtful","notions",1
"11263","doubting","feelings",1
"11264","doubting","hours",1
"11265","doubting","spirit",1
"11266","doubtless","receiving",1
"11267","doubts","fearing",1
"11268","dove","cote",1
"11269","dove","dale",1
"11270","dowager","agree",1
"11271","dowager","propriety",1
"11272","downright","_accepted_",1
"11273","downright","decided",1
"11274","downright","dulness",1
"11275","downright","labour",1
"11276","downright","silly",1
"11277","downstairs","admiring",1
"11278","downstairs","biscuits",1
"11279","downy","field",1
"11280","dozen","children",1
"11281","dozen","daughters",1
"11282","dozen","lines",1
"11283","dozen","natural",1
"11284","dozen","people",1
"11285","dozen","sundays",1
"11286","dozen","times",1
"11287","dr","hughes",1
"11288","dr","johnson's",1
"11289","dr","pangloss",1
"11290","dramatis","personae",1
"11291","draper","linen",1
"11292","draw","extremely",1
"11293","draw","sir",1
"11294","drawbacks","suppressed",1
"11295","drawers","appeared",1
"11296","drawing","dancing",1
"11297","drawing","houses",1
"11298","drawing","replied",1
"11299","drawn","perforce",1
"11300","drawn","robert",1
"11301","drawn","round",1
"11302","draws","nearer",1
"11303","dread","bingley",1
"11304","dread","riding",1
"11305","dreaded","disobliging",1
"11306","dreaded","figure",1
"11307","dreadful","affair",1
"11308","dreadful","bitterness",1
"11309","dreadful","black",1
"11310","dreadful","broiling",1
"11311","dreadful","change",1
"11312","dreadful","communication",1
"11313","dreadful","complaint",1
"11314","dreadful","crime",1
"11315","dreadful","degree",1
"11316","dreadful","delays",1
"11317","dreadful","disagreement",1
"11318","dreadful","duty",1
"11319","dreadful","engagement",1
"11320","dreadful","event",1
"11321","dreadful","extension",1
"11322","dreadful","falls",1
"11323","dreadful","fears",1
"11324","dreadful","force",1
"11325","dreadful","gradation",1
"11326","dreadful","gratitude",1
"11327","dreadful","habit",1
"11328","dreadful","headache",1
"11329","dreadful","indecision",1
"11330","dreadful","indifference",1
"11331","dreadful","loss",1
"11332","dreadful","low",1
"11333","dreadful","misapprehension",1
"11334","dreadful","mistake",1
"11335","dreadful","multitude",1
"11336","dreadful","nature",1
"11337","dreadful","penance",1
"11338","dreadful","picture",1
"11339","dreadful","presentiments",1
"11340","dreadful","rebecca's",1
"11341","dreadful","riot",1
"11342","dreadful","scene",1
"11343","dreadful","scrape",1
"11344","dreadful","situations",1
"11345","dreadful","suspense",1
"11346","dreadful","suspicion",1
"11347","dreadful","weather",1
"11348","dreadfully","alarmed",1
"11349","dreadfully","cruel",1
"11350","dreadfully","derogatory",1
"11351","dreadfully","desponding",1
"11352","dreadfully","dirty",1
"11353","dreadfully","guilty",1
"11354","dreadfully","hard",1
"11355","dreadfully","ill",1
"11356","dreadfully","increased",1
"11357","dreadfully","involved",1
"11358","dreadfully","mortifying",1
